,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,AptAge
251,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,225663,37.0
252,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,61946,23.0
253,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,194690,8.0
254,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,73840,10.0
255,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,324778,8.0
256,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,914.0,90707,18.0
257,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,196460,9.0
258,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,212389,37.0
260,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,110619,22.0
261,corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014.0,1.0,156.0,60176,1.0
262,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,325663,2.0
263,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,169026,29.0
265,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,188495,10.0
266,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,183185,10.0
268,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1149.0,349557,9.0
269,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,176991,9.0
270,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,75088,10.0
271,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,168141,22.0
272,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,283185,10.0
273,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,345132,1.0
275,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,587.0,105309,30.0
276,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,78318,23.0
277,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,587.0,115044,30.0
278,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,1167.0,294690,7.0
279,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1761.0,318584,22.0
280,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,197345,10.0
281,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,315929,8.0
282,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,234513,9.0
283,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,188495,9.0
284,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,644.0,150778,2.0
285,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,176991,22.0
286,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,644.0,287610,0.0
287,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1291.0,463716,1.0
288,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1803.0,300884,29.0
292,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,636.0,210619,9.0
293,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,914.0,178761,6.0
294,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,162831,9.0
297,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,146017,22.0
298,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,318584,8.0
299,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,243362,8.0
300,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,121238,23.0
301,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,75504,10.0
302,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,81415,23.0
303,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,199115,9.0
304,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1412.0,274336,9.0
305,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,274336,6.0
306,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,288.0,88495,1.0
307,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,309734,7.0
308,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,215044,29.0
309,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,676.0,70796,30.0
310,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,871.0,104867,37.0
311,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,247787,29.0
312,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,252212,22.0
313,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,203539,22.0
314,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,154867,9.0
315,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,469026,8.0
316,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,338053,1.0
317,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,228318,8.0
318,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,201769,10.0
319,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,910.0,415044,0.0
320,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,914.0,198451,6.0
321,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1092.0,414159,1.0
322,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,154867,29.0
323,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,149557,22.0
324,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,309734,1.0
325,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,167256,10.0
326,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,95575,22.0
327,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,300884,8.0
328,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,260707,2.0
329,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,171681,9.0
330,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,247787,7.0
331,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,644.0,296460,0.0
332,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,39823,23.0
333,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,352212,2.0
334,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,914.0,200522,6.0
335,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,172566,7.0
337,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,362831,1.0
338,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,192035,9.0
339,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1444.0,348672,8.0
340,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,310309,8.0
341,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,141592,22.0
342,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,74672,10.0
343,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,314159,9.0
344,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,1448.0,261061,23.0
345,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,243362,22.0
346,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,161061,29.0
347,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,857.0,206194,9.0
348,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,169469,10.0
349,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,914.0,108849,23.0
350,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,207522,9.0
351,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,131858,22.0
352,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1419.0,371681,8.0
353,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,242035,1.0
354,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,157522,22.0
355,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,914.0,318584,8.0
356,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,261061,10.0
357,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1288.0,305309,22.0
358,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,1448.0,115044,23.0
359,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,426.0,96469,2.0
360,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,172566,10.0
361,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,232743,10.0
364,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,148672,22.0
365,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,212389,8.0
366,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,83185,23.0
367,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,331858,2.0
368,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,165486,29.0
369,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,163716,29.0
370,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1149.0,296460,9.0
371,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,644.0,146256,2.0
372,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,90707,22.0
373,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,197345,9.0
374,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,216814,9.0
375,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,292035,9.0
376,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1629.0,414159,8.0
377,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,169026,10.0
378,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,225663,29.0
379,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,371681,2.0
380,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,344247,2.0
381,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,247787,8.0
382,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,237168,10.0
383,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,305309,6.0
384,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1092.0,398230,1.0
385,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,126548,37.0
386,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,464601,8.0
388,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,43362,23.0
389,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,223893,8.0
390,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,1256.0,469026,1.0
391,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,209734,29.0
392,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,269911,6.0
393,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,426.0,102601,2.0
394,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,353982,8.0
396,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,283185,2.0
397,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,155752,22.0
398,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,176991,9.0
399,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,203539,8.0
400,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,914.0,303982,6.0
401,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,203539,10.0
402,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,123893,23.0
403,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,316814,7.0
404,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,426.0,103663,2.0
405,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,358407,8.0
406,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,73442,10.0
407,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,102212,10.0
408,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,210176,29.0
409,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,318584,9.0
411,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,149619,6.0
412,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,252654,9.0
413,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,914.0,282300,6.0
414,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,380530,8.0
415,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,190707,10.0
416,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,587.0,60176,30.0
417,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,117256,22.0
418,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,171681,22.0
419,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,252212,7.0
420,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,159292,29.0
421,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,587.0,125663,30.0
422,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,271681,7.0
423,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,857.0,192920,9.0
424,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,277256,8.0
425,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,245132,29.0
427,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,558.0,70796,18.0
428,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,181415,22.0
429,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,138938,23.0
430,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,58407,23.0
431,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,207079,10.0
432,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,168141,29.0
433,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,181415,8.0
434,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,72256,10.0
435,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,206194,9.0
437,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,172566,9.0
438,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1796.0,267256,29.0
440,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,255752,1.0
441,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,336283,8.0
442,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,558.0,64601,18.0
443,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,361946,1.0
444,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,120353,23.0
445,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,408849,8.0
447,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,63716,23.0
448,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,914.0,159292,23.0
450,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,155752,29.0
452,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,280530,8.0
455,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,371681,2.0
456,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1761.0,168141,22.0
457,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,346017,1.0
458,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,644.0,91150,23.0
460,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1092.0,345132,1.0
462,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,271681,8.0
463,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,254867,8.0
464,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,271681,1.0
466,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,288.0,104424,1.0
467,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,157079,23.0
468,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,138495,10.0
469,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,389380,8.0
470,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,910.0,349557,0.0
471,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,194690,8.0
472,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,446902,8.0
473,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,189380,10.0
474,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,215044,8.0
475,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,259292,7.0
477,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,185840,10.0
478,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,230088,29.0
479,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,173451,10.0
480,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,274336,10.0
481,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,143362,29.0
482,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,1192.0,258407,9.0
485,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,180088,9.0
486,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,162831,29.0
492,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,79646,23.0
493,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1803.0,190265,22.0
494,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,288.0,105309,1.0
496,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,379203,8.0
497,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,225663,7.0
498,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,216814,9.0
499,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,36283,23.0
501,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,162831,22.0
502,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,254867,7.0
503,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,70796,23.0
504,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,409734,8.0
506,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,57522,23.0
507,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,119469,23.0
508,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,318584,8.0
509,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,260176,8.0
510,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,1167.0,343362,7.0
511,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,208849,8.0
512,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,84070,22.0
513,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,150442,10.0
514,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,353097,2.0
515,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,231858,6.0
517,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,857.0,172566,9.0
518,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,910.0,194690,29.0
519,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,142477,10.0
520,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,350442,2.0
521,corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014.0,1.0,135.0,55752,1.0
522,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,230088,8.0
523,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,914.0,252212,8.0
524,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,211061,9.0
525,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,460176,8.0
526,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,300884,2.0
527,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,171681,9.0
528,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1796.0,221238,29.0
